Date,Confirmed,Deaths,Recovered/Active,New cases,New deaths,New recovered,Deaths / 100 Cases,Recovered / 100 Cases,Deaths / 100 Recovered,No. of countries
2020-01-22,557,17,540,0,0,0,3.05,96.95,3.15,6
2020-01-23,657,18,639,100,1,99,2.74,97.26,2.82,9
2020-01-24,944,26,918,287,8,279,2.75,97.25,2.83,10
2020-01-25,1437,42,1395,493,16,477,2.92,97.08,3.01,12
2020-01-26,2120,56,2064,683,14,669,2.64,97.36,2.71,13
2020-01-27,2929,82,2847,809,26,783,2.8,97.2,2.88,16
2020-01-28,5580,131,5449,2651,49,2602,2.35,97.65,2.4,16
2020-01-29,6169,133,6036,589,2,587,2.16,97.84,2.2,18
2020-01-30,8237,172,8065,2068,39,2029,2.09,97.91,2.13,20
2020-01-31,9927,214,9713,1690,42,1648,2.16,97.84,2.2,23
2020-02-01,12038,260,11778,2111,46,2065,2.16,97.84,2.21,25
2020-02-02,16787,364,16423,4749,104,4645,2.17,97.83,2.22,25
2020-02-03,19887,428,19459,3100,64,3036,2.15,97.85,2.2,25
2020-02-04,23899,494,23405,4012,66,3946,2.07,97.93,2.11,26
2020-02-05,27644,566,27078,3745,72,3673,2.05,97.95,2.09,26
2020-02-06,30806,636,30170,3162,70,3092,2.06,97.94,2.11,26
2020-02-07,34339,721,33618,3533,85,3448,2.1,97.9,2.14,26
2020-02-08,37070,808,36262,2731,87,2644,2.18,97.82,2.23,26
2020-02-09,40098,908,39190,3028,100,2928,2.26,97.74,2.32,26
2020-02-10,42636,1015,41621,2538,107,2431,2.38,97.62,2.44,26
2020-02-11,44679,1115,43564,2043,100,1943,2.5,97.5,2.56,26
2020-02-12,45057,1120,43937,378,5,373,2.49,97.51,2.55,26
2020-02-13,60209,1373,58836,15152,253,14899,2.28,97.72,2.33,26
2020-02-14,66694,1525,65169,6485,152,6333,2.29,97.71,2.34,27
2020-02-15,68770,1668,67102,2076,143,1933,2.43,97.57,2.49,27
2020-02-16,70883,1772,69111,2113,104,2009,2.5,97.5,2.56,27
2020-02-17,72819,1870,70949,1936,98,1838,2.57,97.43,2.64,27
2020-02-18,74613,2010,72603,1794,140,1654,2.69,97.31,2.77,27
2020-02-19,75034,2125,72909,421,115,306,2.83,97.17,2.91,28
2020-02-20,75582,2248,73334,548,123,425,2.97,97.03,3.07,28
2020-02-21,76212,2252,73960,630,4,626,2.95,97.05,3.04,30
2020-02-22,77974,2460,75514,1762,208,1554,3.15,96.85,3.26,30
2020-02-23,78299,2470,75829,325,10,315,3.15,96.85,3.26,31
2020-02-24,78867,2630,76237,568,160,408,3.33,96.67,3.45,36
2020-02-25,79721,2710,77011,854,80,774,3.4,96.6,3.52,41
2020-02-26,80679,2770,77909,959,60,898,3.43,96.57,3.56,47
2020-02-27,82023,2813,79210,1344,43,1301,3.43,96.57,3.55,50
2020-02-28,83447,2870,80577,1424,57,1367,3.44,96.56,3.56,55
2020-02-29,85318,2940,82378,1871,70,1801,3.45,96.55,3.57,60
2020-03-01,87697,2994,84703,2379,54,2325,3.41,96.59,3.53,65
2020-03-02,89677,3084,86593,1980,90,1890,3.44,96.56,3.56,72
2020-03-03,92288,3158,89130,2611,74,2537,3.42,96.58,3.54,75
2020-03-04,94632,3254,91378,2344,96,2248,3.44,96.56,3.56,79
2020-03-05,97372,3349,94023,2740,95,2645,3.44,96.56,3.56,83
2020-03-06,101356,3463,97893,3984,114,3870,3.42,96.58,3.54,92
2020-03-07,105493,3567,101926,4137,104,4033,3.38,96.62,3.5,93
2020-03-08,109291,3809,105482,3798,242,3556,3.49,96.51,3.61,98
2020-03-09,113586,4003,109583,4295,194,4101,3.52,96.48,3.65,100
2020-03-10,118345,4278,114067,4759,275,4484,3.61,96.39,3.75,104
2020-03-11,125821,4629,121192,7504,351,7125,3.68,96.32,3.82,110
2020-03-12,132577,4950,127627,6756,321,6435,3.73,96.27,3.88,112
2020-03-13,145769,5453,140316,13192,503,12689,3.74,96.26,3.89,118
2020-03-14,156657,5879,150778,10888,426,10462,3.75,96.25,3.9,132
2020-03-15,167890,6550,161340,11233,671,10562,3.9,96.1,4.06,137
2020-03-16,182457,7261,175196,14567,711,13856,3.98,96.02,4.14,142
2020-03-17,197625,8112,189513,15168,851,14317,4.1,95.9,4.28,146
2020-03-18,215179,9068,206111,17554,956,16598,4.21,95.79,4.4,150
2020-03-19,242266,10210,232056,27087,1142,25945,4.21,95.79,4.4,155
2020-03-20,271795,11784,260011,29531,1574,27955,4.34,95.66,4.53,162
2020-03-21,304222,13591,290631,32433,1807,30620,4.47,95.53,4.68,164
2020-03-22,338431,15418,323013,34209,1827,32382,4.56,95.44,4.77,169
2020-03-23,380986,17514,363472,42555,2096,40459,4.6,95.4,4.82,170
2020-03-24,422869,19938,402931,41898,2424,39459,4.71,95.29,4.95,172
2020-03-25,474350,22909,451441,51481,2971,48510,4.83,95.17,5.07,175
2020-03-26,535164,26162,509002,60814,3253,57561,4.89,95.11,5.14,175
2020-03-27,599095,29801,569294,63931,3639,60292,4.97,95.03,5.23,176
2020-03-28,668675,33850,634825,69580,4049,65531,5.06,94.94,5.33,176
2020-03-29,725191,37669,687522,56516,3819,52697,5.19,94.81,5.48,176
2020-03-30,790202,42039,748163,65011,4370,60641,5.32,94.68,5.62,177
2020-03-31,868644,47207,821437,78442,5168,73274,5.43,94.57,5.75,179
2020-04-01,954994,53848,901146,86350,6641,79709,5.64,94.36,5.98,179
2020-04-02,1037442,60101,977341,82448,6253,76195,5.79,94.21,6.15,180
2020-04-03,1121652,66602,1055050,84210,6501,77709,5.94,94.06,6.31,180
2020-04-04,1181773,72961,1108812,77197,6359,53762,6.17,93.83,6.58,180
2020-04-05,1253488,78882,1174606,71715,5921,65794,6.29,93.71,6.72,181
2020-04-06,1328214,85310,1242904,74726,6428,68298,6.42,93.58,6.86,182
2020-04-07,1397152,93827,1303325,72427,8517,60421,6.72,93.28,7.2,182
2020-04-08,1479328,101047,1378281,82176,7220,74956,6.83,93.17,7.33,182
2020-04-09,1566509,109202,1457307,87181,8155,79026,6.97,93.03,7.49,182
2020-04-10,1652931,116943,1535988,86422,7741,78681,7.07,92.93,7.61,183
2020-04-11,1728446,123925,1604521,75515,6982,68533,7.17,92.83,7.72,183
2020-04-12,1847027,130439,1716588,118602,6514,112067,7.06,92.94,7.6,183
2020-04-13,1918859,136952,1781907,71832,6513,65319,7.14,92.86,7.69,183
2020-04-14,2003492,144308,1859184,84633,7356,77277,7.2,92.8,7.76,183
2020-04-15,2081748,153073,1928675,78256,8765,69491,7.35,92.65,7.94,183
2020-04-16,2176216,160785,2015431,94468,7712,86756,7.39,92.61,7.98,183
2020-04-17,2264097,169672,2094425,87881,8887,78994,7.49,92.51,8.1,183
2020-04-18,2342349,176102,2166247,78253,6430,71822,7.52,92.48,8.13,183
2020-04-19,2418671,182203,2236468,76322,6101,70221,7.53,92.47,8.15,183
2020-04-20,2495153,188714,2306439,76482,6511,69971,7.56,92.44,8.18,183
2020-04-21,2571240,195910,2375330,76087,7196,68891,7.62,92.38,8.25,183
2020-04-22,2653278,203188,2450090,82038,7278,74760,7.66,92.34,8.29,183
2020-04-23,2735995,210458,2525537,84426,7270,75447,7.69,92.31,8.33,183
2020-04-24,2819558,217297,2602261,93597,6839,76724,7.71,92.29,8.35,183
2020-04-25,2902763,223347,2679416,83205,6050,77155,7.69,92.31,8.34,183
2020-04-26,2973558,228163,2745395,70796,4816,65979,7.67,92.33,8.31,183
2020-04-27,3044542,233608,2810934,70984,5445,65539,7.67,92.33,8.31,183
2020-04-28,3120374,240237,2880137,75832,6629,69203,7.7,92.3,8.34,183
2020-04-29,3197703,247217,2950486,78784,6980,70349,7.73,92.27,8.38,183
2020-04-30,3281355,253470,3027885,83652,6253,77399,7.72,92.28,8.37,184
2020-05-01,3370300,259057,3111243,88945,5587,83358,7.69,92.31,8.33,185
2020-05-02,3448562,265103,3183459,78429,6046,72216,7.69,92.31,8.33,185
2020-05-03,3522559,269378,3253181,74013,4275,69722,7.65,92.35,8.28,185
2020-05-04,3600196,274223,3325973,77642,4845,72792,7.62,92.38,8.24,185
2020-05-05,3679881,280370,3399511,79685,6147,73538,7.62,92.38,8.25,185
2020-05-06,3770303,287130,3483173,90422,6760,83662,7.62,92.38,8.24,185
2020-05-07,3859441,292996,3566445,90721,5866,83272,7.59,92.41,8.22,185
2020-05-08,3949924,298951,3650973,91963,5955,84528,7.57,92.43,8.19,185
2020-05-09,4034267,303869,3730398,84343,4918,79425,7.53,92.47,8.15,185
2020-05-10,4109490,308207,3801283,75223,4338,70885,7.5,92.5,8.11,185
2020-05-11,4185631,312285,3873346,76198,4078,72063,7.46,92.54,8.06,185
2020-05-12,4270911,318015,3952896,85300,5730,79550,7.45,92.55,8.05,185
2020-05-13,4355259,323452,4031807,84348,5437,78911,7.43,92.57,8.02,186
2020-05-14,4450901,329201,4121700,95643,5749,89893,7.4,92.6,7.99,186
2020-05-15,4546803,334954,4211849,95902,5753,90149,7.37,92.63,7.95,186
2020-05-16,4640693,339495,4301198,93890,4541,89349,7.32,92.68,7.89,186
2020-05-17,4719056,343375,4375681,78363,3880,74483,7.28,92.72,7.85,186
2020-05-18,4808188,347770,4460418,89132,4395,84737,7.23,92.77,7.8,186
2020-05-19,4904006,352738,4551268,96027,4968,90850,7.19,92.81,7.75,186
2020-05-20,5009429,358144,4651285,105423,5406,100017,7.15,92.85,7.7,186
2020-05-21,5115402,363179,4752223,106077,5035,100938,7.1,92.9,7.64,186
2020-05-22,5222744,368885,4853859,107342,5706,101636,7.06,92.94,7.6,186
2020-05-23,5326894,373339,4953555,104150,4454,99696,7.01,92.99,7.54,186
2020-05-24,5420110,376739,5043371,93655,3400,89816,6.95,93.05,7.47,186
2020-05-25,5508333,378433,5129900,88595,1694,86529,6.87,93.13,7.38,186
2020-05-26,5600695,383213,5217482,92362,4780,87582,6.84,93.16,7.34,186
2020-05-27,5703251,388433,5314818,102556,5220,97336,6.81,93.19,7.31,186
2020-05-28,5823244,393424,5429820,119993,4991,115002,6.76,93.24,7.25,186
2020-05-29,5944680,398580,5546100,121436,5156,116280,6.7,93.3,7.19,186
2020-05-30,6079723,402939,5676784,135043,4359,130684,6.63,93.37,7.1,186
2020-05-31,6182583,406226,5776357,102860,3287,99573,6.57,93.43,7.03,186
2020-06-01,6282847,409967,5872880,100264,3741,96523,6.53,93.47,6.98,186
2020-06-02,6405489,415238,5990251,123289,5271,117371,6.48,93.52,6.93,186
2020-06-03,6516705,420858,6095847,114442,5620,105596,6.46,93.54,6.9,186
2020-06-04,6654935,426386,6228549,138230,5528,132702,6.41,93.59,6.85,186
2020-06-05,6788341,431443,6356898,133406,5057,128349,6.36,93.64,6.79,186
2020-06-06,6917671,435583,6482088,129330,4140,125190,6.3,93.7,6.72,186
2020-06-07,7028683,438840,6589843,111012,3257,107755,6.24,93.76,6.66,186
2020-06-08,7131731,443295,6688436,103048,4455,98593,6.22,93.78,6.63,186
2020-06-09,7257713,448340,6809373,125982,5045,120937,6.18,93.82,6.58,186
2020-06-10,7394875,453767,6941108,137162,5427,131735,6.14,93.86,6.54,186
2020-06-11,7531061,458904,7072157,136186,5137,131049,6.09,93.91,6.49,186
2020-06-12,7658535,463647,7194888,127474,4743,122731,6.05,93.95,6.44,186
2020-06-13,7792443,468039,7324404,133908,4392,129516,6.01,93.99,6.39,186
2020-06-14,7924390,471821,7452569,131947,3782,128165,5.95,94.05,6.33,186
2020-06-15,8049302,475888,7573414,124912,4067,120845,5.91,94.09,6.28,186
2020-06-16,8193200,483006,7710194,143898,7118,136780,5.9,94.1,6.26,186
2020-06-17,8336402,488483,7847919,143202,5477,137725,5.86,94.14,6.22,186
2020-06-18,8479496,493837,7985659,143094,5354,137740,5.82,94.18,6.18,186
2020-06-19,8660492,500196,8160296,181144,6359,174637,5.78,94.22,6.13,186
2020-06-20,8846375,504678,8341697,185883,4482,181401,5.7,94.3,6.05,186
2020-06-21,8939437,509322,8430115,112858,4644,88418,5.7,94.3,6.04,186
2020-06-22,9081769,513189,8568580,142333,3867,138465,5.65,94.35,5.99,186
2020-06-23,9249892,518758,8731134,168126,5569,162554,5.61,94.39,5.94,186
2020-06-24,9421328,524256,8897072,171436,5498,165938,5.56,94.44,5.89,186
2020-06-25,9600843,529366,9071477,179515,5110,174405,5.51,94.49,5.84,186
2020-06-26,9793333,534449,9258884,192490,5083,187407,5.46,94.54,5.77,186
2020-06-27,9969745,539185,9430560,176412,4736,171676,5.41,94.59,5.72,186
2020-06-28,10138202,542806,9595396,168864,3621,164836,5.35,94.65,5.66,186
2020-06-29,10290884,546878,9744006,152682,4072,148610,5.31,94.69,5.61,186
2020-06-30,10474655,552128,9922527,183771,5250,178521,5.27,94.73,5.56,186
2020-07-01,10689783,557469,10132314,215128,5341,209787,5.21,94.79,5.5,186
2020-07-02,10894753,562983,10331770,204970,5514,199456,5.17,94.83,5.45,186
2020-07-03,11097391,568224,10529167,202639,5241,197397,5.12,94.88,5.4,186
2020-07-04,11287105,573017,10714088,189714,4793,184921,5.08,94.92,5.35,186
2020-07-05,11473325,576862,10896463,186220,3845,182375,5.03,94.97,5.29,186
2020-07-06,11641598,581130,11060468,168273,4268,164005,4.99,95.01,5.25,186
2020-07-07,11851167,587490,11263677,209569,6360,203209,4.96,95.04,5.22,186
2020-07-08,12066453,593119,11473334,215286,5629,209657,4.92,95.08,5.17,186
2020-07-09,12291049,598967,11692082,224596,5848,218748,4.87,95.13,5.12,186
2020-07-10,12523930,604710,11919220,232881,5743,227138,4.83,95.17,5.07,186
2020-07-11,12736750,609851,12126899,212820,5141,207679,4.79,95.21,5.03,186
2020-07-12,12929682,614153,12315529,192932,4302,188630,4.75,95.25,4.99,186
2020-07-13,13124160,618589,12505571,194478,4436,190042,4.71,95.29,4.95,186
2020-07-14,13345187,624575,12720612,221027,5986,215041,4.68,95.32,4.91,186
2020-07-15,13574973,630493,12944480,229786,5918,223868,4.64,95.36,4.87,186
2020-07-16,13819885,636654,13183231,244912,6161,238751,4.61,95.39,4.83,186
2020-07-17,14057305,643693,13413612,237420,7039,230381,4.58,95.42,4.8,186
2020-07-18,14292646,650224,13642422,235341,6531,228810,4.55,95.45,4.77,186
2020-07-19,14504537,655118,13849419,211891,4894,206997,4.52,95.48,4.73,186
2020-07-20,14712681,659084,14053597,208144,3966,204178,4.48,95.52,4.69,186
2020-07-21,14955702,665421,14290281,243131,6337,236684,4.45,95.55,4.66,186
2020-07-22,15231058,672839,14558219,275358,7418,267938,4.42,95.58,4.62,186
2020-07-23,15510689,679476,14831213,279632,6637,272994,4.38,95.62,4.58,186
2020-07-24,15794195,685937,15108258,283506,6461,277045,4.34,95.66,4.54,186
2020-07-25,16043752,692002,15351750,249557,6065,243492,4.31,95.69,4.51,186
2020-07-26,16255561,696411,15559150,211809,4409,207400,4.28,95.72,4.48,186
2020-07-27,16489947,701707,15788240,234390,5296,229090,4.26,95.74,4.44,186
2020-07-28,16753834,708645,16045189,263887,6938,256949,4.23,95.77,4.42,186
2020-07-29,17024067,715273,16308794,270233,6628,263605,4.2,95.8,4.39,186
2020-07-30,17305848,722050,16583798,281781,6777,275004,4.17,95.83,4.35,186
2020-07-31,17593310,728661,16864649,287462,6611,280851,4.14,95.86,4.32,186
2020-08-01,17839581,734647,17104934,246271,5986,240285,4.12,95.88,4.29,186
2020-08-02,18070192,739334,17330858,230611,4687,225924,4.09,95.91,4.27,186
2020-08-03,18276249,744190,17532059,206058,4856,201201,4.07,95.93,4.24,186
2020-08-04,18541553,751361,17790192,265304,7171,258133,4.05,95.95,4.22,186
2020-08-05,18816709,758738,18057971,275156,7377,267779,4.03,95.97,4.2,186
2020-08-06,19103411,765585,18337826,286702,6847,279855,4.01,95.99,4.17,186
2020-08-07,19385845,772338,18613507,282434,6753,275681,3.98,96.02,4.15,186
2020-08-08,19651072,778361,18872711,265227,6023,259204,3.96,96.04,4.12,186
2020-08-09,19884067,783555,19100512,232997,5194,227801,3.94,96.06,4.1,186
2020-08-10,20117279,788932,19328347,233212,5377,227835,3.92,96.08,4.08,186
2020-08-11,20382842,795547,19587295,265564,6615,258948,3.9,96.1,4.06,186
2020-08-12,20657911,802520,19855391,275069,6973,268096,3.88,96.12,4.04,186
2020-08-13,20948005,809307,20138698,290110,6787,283307,3.86,96.14,4.02,186
2020-08-14,21255078,815874,20439204,307073,6567,300506,3.84,96.16,3.99,186
2020-08-15,21504104,821928,20682176,249026,6054,242972,3.82,96.18,3.97,186
2020-08-16,21714145,826728,20887417,210083,4800,205241,3.81,96.19,3.96,186
2020-08-17,21927027,831351,21095676,212882,4623,208259,3.79,96.21,3.94,186
2020-08-18,22186431,838407,21348024,259404,7056,252348,3.78,96.22,3.93,186
2020-08-19,22463905,844830,21619075,277474,6423,271051,3.76,96.24,3.91,186
2020-08-20,22735384,851257,21884127,271479,6427,265052,3.74,96.26,3.89,186
2020-08-21,22997337,857029,22140308,261953,5772,256181,3.73,96.27,3.87,186
2020-08-22,23260866,862818,22398048,263529,5789,257740,3.71,96.29,3.85,186
2020-08-23,23463625,867125,22596500,202759,4307,198452,3.7,96.3,3.84,186
2020-08-24,23691725,871982,22819743,228200,4857,223243,3.68,96.32,3.82,186
2020-08-25,23936933,878544,23058389,245208,6562,238646,3.67,96.33,3.81,186
2020-08-26,24218624,885081,23333543,281691,6537,275154,3.65,96.35,3.79,186
2020-08-27,24505887,891296,23614591,287263,6215,281048,3.64,96.36,3.77,186
2020-08-28,24789826,897121,23892705,285287,5825,278114,3.62,96.38,3.75,186
2020-08-29,25050560,902909,24147651,260734,5788,254946,3.6,96.4,3.74,186
2020-08-30,25270298,907183,24363115,219738,4274,215464,3.59,96.41,3.72,186
2020-08-31,25534605,911616,24622989,264307,4433,259874,3.57,96.43,3.7,186
2020-09-01,25801489,918217,24883272,266884,6601,260283,3.56,96.44,3.69,186
2020-09-02,26083379,924535,25158844,281902,6318,275572,3.54,96.46,3.67,186
2020-09-03,26368809,930635,25438174,285430,6100,279330,3.53,96.47,3.66,186
2020-09-04,26670541,936475,25734066,301732,5840,295892,3.51,96.49,3.64,186
2020-09-05,26944262,941568,26002694,273721,5093,268628,3.49,96.51,3.62,186
2020-09-06,27173260,945703,26227557,228998,4135,224863,3.48,96.52,3.61,186
2020-09-07,27390543,955326,26435217,225236,9623,207660,3.49,96.51,3.61,186
2020-09-08,27637055,960449,26676606,246512,5123,241389,3.48,96.52,3.6,186
2020-09-09,27922364,966714,26955650,285309,6265,279044,3.46,96.54,3.59,186
2020-09-10,28226758,972716,27254042,304394,6002,298392,3.45,96.55,3.57,186
2020-09-11,28543120,978715,27564405,316362,5999,310363,3.43,96.57,3.55,186
2020-09-12,28831844,983772,27848072,288724,5057,283667,3.41,96.59,3.53,186
2020-09-13,29080679,987734,28092945,248835,3962,244873,3.4,96.6,3.52,186
2020-09-14,29347819,992341,28355478,267140,4607,262533,3.38,96.62,3.5,186
2020-09-15,29628371,998904,28629467,280552,6563,273989,3.37,96.63,3.49,186
2020-09-16,29933323,1004772,28928551,304952,5868,299084,3.36,96.64,3.47,186
2020-09-17,30248896,1010421,29238475,315573,5649,309924,3.34,96.66,3.46,186
2020-09-18,30575542,1016275,29559267,326646,5854,320792,3.32,96.68,3.44,186
2020-09-19,30868661,1021548,29847113,293119,5273,287846,3.31,96.69,3.42,186
2020-09-20,31123790,1025529,30098261,255129,3981,251148,3.3,96.7,3.41,186
2020-09-21,31383699,1029956,30353743,259909,4427,255482,3.28,96.72,3.39,186
2020-09-22,31668018,1036106,30631912,284319,6150,278169,3.27,96.73,3.38,186
2020-09-23,31979671,1042656,30937015,311653,6550,305103,3.26,96.74,3.37,186
2020-09-24,32300624,1048323,31252301,320953,5667,315286,3.25,96.75,3.35,186
2020-09-25,32631238,1054342,31576896,330614,6019,324595,3.23,96.77,3.34,186
2020-09-26,32917349,1059773,31857576,286111,5431,280680,3.22,96.78,3.33,186
2020-09-27,33164343,1063657,32100686,247086,3884,243110,3.21,96.79,3.31,186
2020-09-28,33425592,1067770,32357822,261249,4113,257136,3.19,96.81,3.3,186
2020-09-29,33708392,1073816,32634576,282800,6046,276754,3.19,96.81,3.29,186
2020-09-30,34032939,1080242,32952697,324547,6426,318121,3.17,96.83,3.28,186
2020-10-01,34352051,1089136,33262915,319112,8894,310218,3.17,96.83,3.27,186
2020-10-02,34681556,1094865,33586691,329505,5729,323776,3.16,96.84,3.26,186
2020-10-03,34978911,1099649,33879262,297355,4784,292571,3.14,96.86,3.25,186
2020-10-04,35239443,1103689,34135754,260532,4040,256492,3.13,96.87,3.23,186
2020-10-05,35550788,1110778,34440010,311345,7089,304256,3.12,96.88,3.23,186
2020-10-06,35866911,1116640,34750271,316123,5862,310261,3.11,96.89,3.21,186
2020-10-07,36216105,1122563,35093542,349194,5923,343271,3.1,96.9,3.2,186
2020-10-08,36575426,1128946,35446480,359321,6383,352938,3.09,96.91,3.18,186
2020-10-09,36935829,1135123,35800706,360403,6177,354226,3.07,96.93,3.17,186
2020-10-10,37291353,1140028,36151325,355524,4905,350619,3.06,96.94,3.15,186
2020-10-11,37580847,1144223,36436624,289494,4195,285299,3.04,96.96,3.14,186
2020-10-12,37870872,1148350,36722522,290025,4127,285898,3.03,96.97,3.13,187
2020-10-13,38190244,1153698,37036546,319372,5348,314024,3.02,96.98,3.12,187
2020-10-14,38571028,1159861,37411167,380784,6163,374621,3.01,96.99,3.1,187
2020-10-15,38978024,1166070,37811954,406996,6209,400787,2.99,97.01,3.08,187
2020-10-16,39388544,1172283,38216261,410520,6213,404307,2.98,97.02,3.07,187
2020-10-17,39760677,1178010,38582667,372133,5727,366406,2.96,97.04,3.05,187
2020-10-18,40091920,1181969,38909951,331243,3959,327284,2.95,97.05,3.04,187
2020-10-19,40466870,1186811,39280059,374950,4842,370108,2.93,97.07,3.02,187
2020-10-20,40855744,1193435,39662309,388874,6624,382250,2.92,97.08,3.01,187
2020-10-21,41295355,1200344,40095011,439611,6909,432702,2.91,97.09,2.99,187
2020-10-22,41777432,1206324,40571108,482077,5980,476097,2.89,97.11,2.97,187
2020-10-23,42271333,1213428,41057905,493901,7104,486797,2.87,97.13,2.96,187
2020-10-24,42727678,1219346,41508332,456345,5918,450427,2.85,97.15,2.94,187
2020-10-25,43086511,1223711,41862800,358833,4365,354468,2.84,97.16,2.92,187
2020-10-26,43569555,1229548,42340007,483044,5837,477207,2.82,97.18,2.9,187
2020-10-27,44038018,1236934,42801084,468463,7386,461077,2.81,97.19,2.89,187
2020-10-28,44559787,1244111,43315676,521769,7177,514592,2.79,97.21,2.87,188
2020-10-29,45111162,1251349,43859813,551375,7238,544137,2.77,97.23,2.85,188
2020-10-30,45682904,1259123,44423781,571742,7774,563968,2.76,97.24,2.83,188
2020-10-31,46155009,1265795,44889214,472105,6672,465433,2.74,97.26,2.82,188
2020-11-01,46594198,1271151,45323047,439189,5356,433833,2.73,97.27,2.8,188
2020-11-02,47142567,1277606,45864961,548369,6455,541914,2.71,97.29,2.79,188
2020-11-03,47708080,1287177,46420903,565513,9571,555942,2.7,97.3,2.77,188
2020-11-04,48200224,1297071,46903153,538265,9894,482250,2.69,97.31,2.77,188
2020-11-05,48819559,1305811,47513748,619336,8740,610595,2.67,97.33,2.75,188
2020-11-06,49442742,1314968,48127774,623183,9157,614026,2.66,97.34,2.73,188
2020-11-07,50041933,1322755,48719178,599191,7787,591404,2.64,97.36,2.72,188
2020-11-08,50532781,1329156,49203625,490848,6401,484447,2.63,97.37,2.7,188
2020-11-09,51042587,1336737,49705850,509806,7581,502225,2.62,97.38,2.69,188
2020-11-10,51613333,1346512,50266821,570746,9775,560971,2.61,97.39,2.68,189
2020-11-11,52237998,1356928,50881070,624665,10416,614249,2.6,97.4,2.67,189
2020-11-12,52878191,1366643,51511548,640193,9715,630478,2.58,97.42,2.65,189
2020-11-13,53539125,1376539,52162586,660934,9896,651038,2.57,97.43,2.64,189
2020-11-14,54126152,1385708,52740444,587027,9169,577858,2.56,97.44,2.63,189
2020-11-15,54616381,1392634,53223747,490229,6926,483303,2.55,97.45,2.62,189
